,sample,wc,vm,fc,ac,c,h,o,n,s,cl,hc,oc,lhv,temperature,residence_time,pressure,heat_rate,fuel_type,fuel_category,devol_yield
1065,dgst_car_171,7.9429081968699995,55.16939016364,15.23824590165,21.64945573784,43.95691768433858,5.863336340918147,18.156358386209686,2.1421129365494473,0.28891071777184785,0.0,1.5537554607899016,0.32684369865301605,19.020178591878693,800,10.0,1.0,1000,Digestate_SCP,Co-Pyro,61.26192223
1066,dgst_car_173,7.875273678509999,55.30331694972,15.233398885449999,21.588010486319998,44.15040140399269,5.895199573584605,18.065154637065014,2.1343852635750626,0.2915749574652452,0.0,1.5553662613318655,0.324651545369866,19.12713218185295,800,10.0,1.0,1000,Digestate_SCP,Co-Pyro,59.24501922
1121,dgst_car_202,7.884755429299999,55.284541619600006,15.234078393499999,21.596624557600002,44.12327672777458,5.890732635121333,18.077940581897213,2.1354686137800534,0.2912014550373406,0.0,1.5551404415924537,0.32495886553164605,19.112138251078814,800,10.0,5.0,1000,Digestate_SCP,Co-Pyro,59.66595593
1122,dgst_car_285,7.9674782010400005,55.120737762880005,15.240006706800001,21.67177732928,43.886629672920726,5.851761189967601,18.189490528659146,2.1449202154627742,0.2879428631620431,0.0,1.5531702954484048,0.32764005555204184,18.981324908650308,800,10.0,5.0,1000,Digestate_SCP,Co-Pyro,61.54696133
1124,dgst_car_204,7.940740004299999,55.173683519600004,15.238090518500002,21.6474859576,43.963120285814014,5.864357796027148,18.153434623373094,2.1418652067875934,0.2889961265963356,0.0,1.5538070990044037,0.3267734237316286,19.023607255004272,800,10.0,10.0,1000,Digestate_SCP,Co-Pyro,57.72357724
1125,dgst_car_207,7.873282641179999,55.307259510959994,15.2332561981,21.58620164976,44.1560972131434,5.896137569259472,18.062469764405517,2.1341577749237186,0.2916533878409505,0.0,1.5554136803730298,0.3245870123603072,19.130280701209337,800,10.0,10.0,1000,Digestate_SCP,Co-Pyro,58.13704497
1127,dgst_car_209,7.977834635419999,55.100230424239996,15.240748898899998,21.68118604144,43.85700276797951,5.846882180162455,18.20345596622165,2.1461035038192215,0.2875349054471614,0.0,1.5529236440266656,0.32797572574203265,18.96494780028711,800,10.0,20.0,1000,Digestate_SCP,Co-Pyro,61.67103784
1128,dgst_car_210,7.87290736086,55.308002623920004,15.2332293037,21.585860711520002,44.15717078672664,5.896314367208822,18.061963706655803,2.1341148967653907,0.2916681707764831,0.0,1.5554226181426407,0.32457484886738175,19.130874149324942,800,10.0,20.0,1000,Digestate_SCP,Co-Pyro,60.20625889
1129,dgst_car_290,7.937842474889999,55.17942107508,15.237882867549999,21.64485358248,43.97140931901256,5.865722848310915,18.14952736489241,2.1415341456629324,0.28911026525000083,0.0,1.5538761072868186,0.32667950972494714,19.028189252185147,800,10.0,20.0,1000,Digestate_SCP,Co-Pyro,58.92789732
1479,htc_49,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,800,0.5,1.0,1000,HTC-MSW,Mix,40.4866509
1481,htc_51,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,800,0.5,1.0,1000,HTC-MSW,Mix,38.57418112
1482,htc_52,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,800,0.5,1.0,1000,HTC-MSW,Mix,51.56732892
1485,htc_55,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,800,1.0,1.0,1000,HTC-MSW,Mix,42.54401725
1562,htc_147,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,800,1.0,5.0,1000,HTC-MSW,Mix,58.86262925
1563,htc_148,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,800,1.0,10.0,1000,HTC-MSW,Mix,55.05952381
1569,htc_155,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,800,1.0,5.0,1000,HTC-MSW,Mix,46.2915601
1486,htc_56,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,800,2.0,1.0,1000,HTC-MSW,Mix,44.54992968
1487,htc_57,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,800,2.0,1.0,1000,HTC-MSW,Mix,43.91025641
1489,htc_59,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,800,5.0,1.0,1000,HTC-MSW,Mix,49.32806324
1491,htc_61,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,800,5.0,1.0,1000,HTC-MSW,Mix,49.37946596
1492,htc_62,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,800,5.0,1.0,1000,HTC-MSW,Mix,56.252497
1560,htc_145,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,800,5.0,1.0,1000,HTC-MSW,Mix,52.73905997
1453,htc_19,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,800,10.0,1.0,1000,HTC-MSW,Mix,50.35490605
1494,htc_64,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,800,10.0,1.0,1000,HTC-MSW,Mix,56.17932149
1495,htc_37,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,800,10.0,1.0,1000,HTC-MSW,Mix,56.19314206
1513,htc_92,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,800,10.0,1.0,1000,HTC-MSW,Mix,56.69291339
1516,htc_82,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,800,10.0,5.0,1000,HTC-MSW,Mix,51.709062
1522,htc_89,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,800,10.0,20.0,1000,HTC-MSW,Mix,55.50493546
1526,htc_100,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,800,10.0,1.0,10,HTC-MSW,Mix,56.11992945
1527,htc_101,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,800,10.0,1.0,10,HTC-MSW,Mix,62.45136187
1528,htc_102,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,800,10.0,1.0,10,HTC-MSW,Mix,61.75373134
1529,htc_113,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,800,10.0,1.0,10,HTC-MSW,Mix,61.03760446
1530,htc_102,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,800,10.0,1.0,50,HTC-MSW,Mix,59.78306216
1531,htc_103,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,800,10.0,1.0,50,HTC-MSW,Mix,59.44912012
1532,htc_104,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,800,10.0,1.0,50,HTC-MSW,Mix,60.90941135
1537,htc_110,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,800,10.0,1.0,500,HTC-MSW,Mix,62.20722509
1538,htc_111,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,800,10.0,1.0,500,HTC-MSW,Mix,53.66101695
1539,htc_113,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,800,10.0,1.0,10,HTC-MSW,Mix,61.03760446
1564,htc_149,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,800,10.0,1.0,10,HTC-MSW,Mix,61.75373134
1623,hc_16,5.2,91.73567443,3.064325572,0.0,39.46536064,5.214475632,54.93683904,0.309855118,0.073469572,0.0,1.585534924,1.044020088,16.166,800,1.0,1.0,1000,Hemicellulose,Biomass,81.97300771
1651,hc_53,5.2,91.73567443,3.064325572,0.0,39.46536064,5.214475632,54.93683904,0.309855118,0.073469572,0.0,1.585534924,1.044020088,16.166,800,1.0,1.0,1000,Hemicellulose,Biomass,85.27586207
1655,hc_58,5.2,91.73567443,3.064325572,0.0,39.46536064,5.214475632,54.93683904,0.309855118,0.073469572,0.0,1.585534924,1.044020088,16.166,800,1.0,1.0,1000,Hemicellulose,Biomass,75.91751136
1668,lig_14,5.81,57.23263005,35.24991547,1.707454472,58.40088272,4.410370827,35.92947522,0.889846176,0.369425058,0.0,0.906226883,0.461416081,26.10225,800,1.0,1.0,1000,Lignin,Biomass,56.62487292
1670,lig_16,5.81,57.23263005,35.24991547,1.707454472,58.40088272,4.410370827,35.92947522,0.889846176,0.369425058,0.0,0.906226883,0.461416081,26.10225,800,1.0,1.0,1000,Lignin,Biomass,51.3229308
28,brown_coal_34,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,800,0.5,1.0,1000,Lignite,Coal,13.49206349
29,brown_coal_36,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,800,0.5,1.0,1000,Lignite,Coal,17.22328244
62,brown_coal_72,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,800,0.5,1.0,1000,Lignite,Coal,16.04688763
1819,_bks_19,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,800,0.5,1.0,1000,Lignite,Coal,14.24040624
149,brown_coal_169,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,800,1.0,1.0,1000,Lignite,Coal,33.23657475
150,brown_coal_170,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,800,1.0,1.0,1000,Lignite,Coal,32.31748158
164,brown_coal_191,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,800,1.0,1.0,1000,Lignite,Coal,40.86897488
166,brown_coal_193,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,800,1.0,1.0,1000,Lignite,Coal,28.28315183
173,brown_coal_201,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,800,1.0,1.0,1000,Lignite,Coal,35.63458856
1820,_bks_20,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,800,1.0,1.0,1000,Lignite,Coal,33.95002012
1821,_bks_21,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,800,1.5,1.0,1000,Lignite,Coal,34.69122785
34,brown_coal_41,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,800,2.0,1.0,1000,Lignite,Coal,33.39815265
35,brown_coal_42,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,800,2.0,1.0,1000,Lignite,Coal,25.50306212
36,brown_coal_43,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,800,2.0,1.0,1000,Lignite,Coal,26.36279643
209,brown_coal_243,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,800,2.0,1.0,1000,Lignite,Coal,24.92125984
38,brown_coal_45,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,800,5.0,1.0,1000,Lignite,Coal,36.80792891
39,brown_coal_46,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,800,5.0,1.0,1000,Lignite,Coal,34.97978047
68,brown_coal_80,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,800,5.0,1.0,1000,Lignite,Coal,36.00648036
41,brown_coal_48,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,800,10.0,1.0,1000,Lignite,Coal,40.80808081
42,brown_coal_50,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,800,10.0,1.0,1000,Lignite,Coal,40.24390244
43,brown_coal_51,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,800,10.0,1.0,1000,Lignite,Coal,37.26474279
162,brown_coal_189,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,800,10.0,10.0,1000,Lignite,Coal,35.77631122
167,brown_coal_194,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,800,10.0,10.0,1000,Lignite,Coal,38.2517049
203,brown_coal_235,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,800,10.0,5.0,1000,Lignite,Coal,38.99138991
207,brown_coal_239,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,800,10.0,5.0,1000,Lignite,Coal,40.18249409
208,brown_coal_242,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,800,10.0,10.0,1000,Lignite,Coal,39.66745843
210,brown_coal_244,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,800,10.0,10.0,1000,Lignite,Coal,39.19379845
211,brown_coal_245,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,800,10.0,10.0,1000,Lignite,Coal,34.17721519
213,brown_coal_247,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,800,10.0,20.0,1000,Lignite,Coal,39.88679245
214,brown_coal_248,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,800,10.0,20.0,1000,Lignite,Coal,35.00208594
1807,_bks_3,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,800,10.0,1.0,1000,Lignite,Coal,44.68062551
1810,_bks_8,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,800,10.0,1.0,1000,Lignite,Coal,44.68062551
1811,_bks_9,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,800,10.0,5.0,1000,Lignite,Coal,42.49959202
1812,_bks_10,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,800,10.0,10.0,1000,Lignite,Coal,42.05689896
1813,_bks_11,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,800,10.0,20.0,1000,Lignite,Coal,42.96328847
1824,_bks_24,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,800,10.0,1.0,1000,Lignite,Coal,44.68062551
1927,_ebs1_4,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,800,1.0,10.0,1000,RDF1,Plastic,92.1248203
1930,_ebs1_10,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,800,1.0,10.0,1000,RDF1,Plastic,92.1248203
1943,_ebs1_26,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,800,1.0,2.0,1000,RDF1,Plastic,83.79899555
1944,_ebs1_27,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,800,1.0,5.0,1000,RDF1,Plastic,90.60123562
1945,_ebs1_28,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,800,1.0,10.0,1000,RDF1,Plastic,92.1248203
1931,_ebs1_11,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,800,5.0,10.0,1000,RDF1,Plastic,90.0096491
1751,ebs1_38,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,800,10.0,1.0,1000,RDF1,Plastic,78.57857858
1753,ebs1_40,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,800,10.0,1.0,1000,RDF1,Plastic,67.61453397
1933,_ebs1_13,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,800,20.0,10.0,1000,RDF1,Plastic,89.08115378
298,refuse_derived_22,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,800,0.5,1.0,1000,RDF2,Mix,13.17579663
299,refuse_derived_23,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,800,0.5,1.0,1000,RDF2,Mix,20.93182597
286,refuse_derived_5,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,800,1.0,1.0,1000,RDF2,Mix,25.46583851
287,refuse_derived_6,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,800,1.0,1.0,1000,RDF2,Mix,30.44086774
367,refuse_derived_134,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,800,1.0,1.0,1000,RDF2,Mix,43.71941272
306,refuse_derived_32,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,800,1.5,1.0,1000,RDF2,Mix,56.31456181
309,refuse_derived_36,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,800,1.5,1.0,1000,RDF2,Mix,57.39565943
379,refuse_derived_150,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,800,1.5,1.0,1000,RDF2,Mix,69.05785124
315,refuse_derived_43,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,800,2.0,1.0,1000,RDF2,Mix,73.61921098
317,refuse_derived_45,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,800,2.0,1.0,1000,RDF2,Mix,69.23349894
324,refuse_derived_54,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,800,5.0,1.0,1000,RDF2,Mix,78.94026325
325,refuse_derived_55,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,800,5.0,1.0,1000,RDF2,Mix,78.74622863
343,refuse_derived_93,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,800,10.0,5.0,1000,RDF2,Mix,75.37638006
344,refuse_derived_94,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,800,10.0,5.0,1000,RDF2,Mix,76.58569501
345,refuse_derived_95,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,800,10.0,5.0,1000,RDF2,Mix,77.09656925
349,refuse_derived_105,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,800,10.0,10.0,1000,RDF2,Mix,76.83423913
351,refuse_derived_108,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,800,10.0,10.0,1000,RDF2,Mix,76.69871795
352,refuse_derived_109,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,800,10.0,20.0,1000,RDF2,Mix,76.19525242
353,refuse_derived_110,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,800,10.0,20.0,1000,RDF2,Mix,76.10469069
354,refuse_derived_111,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,800,10.0,20.0,1000,RDF2,Mix,76.83960665
1960,gm_4,2.6,58.9,27.6,10.9,82.3,7.0,7.0,1.7,2.5,0.1,1.0,0.0,35.8,800,1.0,10.0,1000,Rubber,Plastic,70.31100418
1963,gm_10,2.6,58.9,27.6,10.9,82.3,7.0,7.0,1.7,2.5,0.1,1.0,0.0,35.8,800,1.0,10.0,1000,Rubber,Plastic,70.31100418
1975,gm_25,2.6,58.9,27.6,10.9,82.3,7.0,7.0,1.7,2.5,0.1,1.0,0.0,35.8,800,1.0,1.5,1000,Rubber,Plastic,57.91015551
1976,gm_26,2.6,58.9,27.6,10.9,82.3,7.0,7.0,1.7,2.5,0.1,1.0,0.0,35.8,800,1.0,2.0,1000,Rubber,Plastic,62.39540043
1977,gm_27,2.6,58.9,27.6,10.9,82.3,7.0,7.0,1.7,2.5,0.1,1.0,0.0,35.8,800,1.0,5.0,1000,Rubber,Plastic,63.96171248
1978,gm_28,2.6,58.9,27.6,10.9,82.3,7.0,7.0,1.7,2.5,0.1,1.0,0.0,35.8,800,1.0,10.0,1000,Rubber,Plastic,70.31100418
1964,gm_11,2.6,58.9,27.6,10.9,82.3,7.0,7.0,1.7,2.5,0.1,1.0,0.0,35.8,800,5.0,10.0,1000,Rubber,Plastic,67.30737204
1776,gumm_87,2.6,58.9,27.6,10.9,82.3,7.0,7.0,1.7,2.5,0.1,1.0,0.0,35.8,800,10.0,1.0,1000,Rubber,Plastic,70.17045455
1965,gm_12,2.6,58.9,27.6,10.9,82.3,7.0,7.0,1.7,2.5,0.1,1.0,0.0,35.8,800,10.0,10.0,1000,Rubber,Plastic,66.52508559
1966,gm_13,2.6,58.9,27.6,10.9,82.3,7.0,7.0,1.7,2.5,0.1,1.0,0.0,35.8,800,20.0,10.0,1000,Rubber,Plastic,66.56360085
86,sewage_101,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,800,0.5,1.0,1000,Sewage,Biomass,23.89558233
87,sewage_102,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,800,0.5,1.0,1000,Sewage,Biomass,26.34833391
132,sewage_151,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,800,0.5,1.0,1000,Sewage,Biomass,23.26195365
232,sewage_268,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,800,0.5,1.0,1000,Sewage,Biomass,29.81557377
234,sewage_270,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,800,0.5,1.0,1000,Sewage,Biomass,28.37028161
88,sewage_103,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,800,1.0,1.0,1000,Sewage,Biomass,50.46594982
90,sewage_105,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,800,1.0,1.0,1000,Sewage,Biomass,40.77153309
91,sewage_106,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,800,1.0,1.0,1000,Sewage,Biomass,31.12033195
137,sewage_156,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,800,1.0,1.0,1000,Sewage,Biomass,39.59346001
174,sewage_203,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,800,1.0,1.0,1000,Sewage,Biomass,36.95026716
178,sewage_209,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,800,1.0,1.0,1000,Sewage,Biomass,29.26368785
182,sewage_213,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,800,1.0,1.0,1000,Sewage,Biomass,52.82600665
235,sewage_271,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,800,1.0,1.0,1000,Sewage,Biomass,47.78510839
236,sewage_272,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,800,1.0,1.0,1000,Sewage,Biomass,47.50610394
237,sewage_273,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,800,1.0,1.0,1000,Sewage,Biomass,45.12396694
1877,swage_22,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,800,1.0,0.5,1000,Sewage,Biomass,37.5159086
157,sewage_182,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,800,2.0,1.0,1000,Sewage,Biomass,53.46341463
159,sewage_184,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,800,2.0,1.0,1000,Sewage,Biomass,49.28689884
191,sewage_222,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,800,2.0,1.0,1000,Sewage,Biomass,49.36838511
193,sewage_224,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,800,2.0,1.0,1000,Sewage,Biomass,48.84696017
195,sewage_226,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,800,2.0,1.0,1000,Sewage,Biomass,49.49622166
239,sewage_275,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,800,2.0,1.0,1000,Sewage,Biomass,46.71437866
282,sewage_333,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,800,2.0,1.0,1000,Sewage,Biomass,49.7412901
283,sewage_334,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,800,2.0,1.0,1000,Sewage,Biomass,48.74826147
97,sewage_113,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,800,5.0,1.0,1000,Sewage,Biomass,47.58925285
160,sewage_186,3.2,53.7,6.41,36.69,32.4,4.6,17.11,3.9,2.1,1.5,1.703703704,0.396064815,13.943,800,5.0,1.0,1000,Sewage,Biomass,46.3800905
